"","year","type_of_violence","latitude","longitude","geom_wkt","country","date_start","date_end"
"87",2016,3,14.24509,-4.21834,"POINT (-4.21834 14.24509)","Mali","2016-01-08 00:00:00.000","2016-01-08 00:00:00.000"
"88",2016,3,14.87277,-2.02559,"POINT (-2.02559 14.87277)","Mali","2016-12-19 00:00:00.000","2016-12-21 00:00:00.000"
"89",2017,3,15.10717,-2.58241,"POINT (-2.58241 15.10717)","Mali","2017-01-21 00:00:00.000","2017-01-21 00:00:00.000"
"90",2017,3,14.67619,-1.95127,"POINT (-1.95127 14.67619)","Mali","2017-05-02 00:00:00.000","2017-05-09 00:00:00.000"
"91",2018,3,14.7414,-5.3282,"POINT (-5.3282 14.7414)","Mali","2018-02-21 00:00:00.000","2018-02-22 00:00:00.000"
"92",2018,3,14.7328,-6.1219,"POINT (-6.1219 14.7328)","Mali","2018-02-21 00:00:00.000","2018-02-21 00:00:00.000"
"93",2018,3,15.157608,-4.4294,"POINT (-4.4294 15.157608)","Mali","2018-03-22 00:00:00.000","2018-03-25 00:00:00.000"
"94",2018,3,14.01667,-4.23333,"POINT (-4.23333 14.01667)","Mali","2018-04-08 00:00:00.000","2018-04-08 00:00:00.000"
"95",2018,3,14.793707,-1.303862,"POINT (-1.303862 14.793707)","Mali","2018-05-19 00:00:00.000","2018-05-20 00:00:00.000"
"96",2018,3,15.10657,-2.63961,"POINT (-2.63961 15.10657)","Mali","2018-06-09 00:00:00.000","2018-06-09 00:00:00.000"
"97",2018,3,14.54091,-4.21458,"POINT (-4.21458 14.54091)","Mali","2018-06-13 00:00:00.000","2018-06-13 00:00:00.000"
"98",2018,3,14.83646,-2.3235,"POINT (-2.3235 14.83646)","Mali","2018-06-13 00:00:00.000","2018-06-20 00:00:00.000"
"99",2019,3,14.7414,-5.3282,"POINT (-5.3282 14.7414)","Mali","2019-12-19 00:00:00.000","2019-12-26 00:00:00.000"
"100",2020,3,14.2526,-5.993,"POINT (-5.993 14.2526)","Mali","2020-01-26 00:00:00.000","2020-01-27 00:00:00.000"
"101",2020,3,14.1705,-6.0506,"POINT (-6.0506 14.1705)","Mali","2020-01-27 00:00:00.000","2020-01-27 00:00:00.000"
"102",2020,3,14.2526,-5.993,"POINT (-5.993 14.2526)","Mali","2020-01-30 00:00:00.000","2020-01-30 00:00:00.000"
"103",2020,3,14.6937,-6.0197,"POINT (-6.0197 14.6937)","Mali","2020-01-30 00:00:00.000","2020-01-30 00:00:00.000"
"104",2020,3,14.2526,-5.993,"POINT (-5.993 14.2526)","Mali","2020-02-02 00:00:00.000","2020-02-02 00:00:00.000"
"105",2020,3,14.2526,-5.993,"POINT (-5.993 14.2526)","Mali","2020-02-03 00:00:00.000","2020-02-03 00:00:00.000"
"106",2020,3,14.7343,-6.0294,"POINT (-6.0294 14.7343)","Mali","2020-02-03 00:00:00.000","2020-02-03 00:00:00.000"
"107",2020,3,14.1705,-6.0506,"POINT (-6.0506 14.1705)","Mali","2020-02-07 00:00:00.000","2020-02-07 00:00:00.000"
"108",2020,3,14.6937,-6.0197,"POINT (-6.0197 14.6937)","Mali","2020-02-09 00:00:00.000","2020-02-09 00:00:00.000"
"109",2020,3,14.78819,-6.07089,"POINT (-6.07089 14.78819)","Mali","2020-02-11 00:00:00.000","2020-02-11 00:00:00.000"
"110",2020,3,14.6937,-6.0197,"POINT (-6.0197 14.6937)","Mali","2020-02-16 00:00:00.000","2020-02-16 00:00:00.000"
"111",2020,3,15.06947,-2.40875,"POINT (-2.40875 15.06947)","Mali","2020-02-20 00:00:00.000","2020-02-20 00:00:00.000"
"112",2020,3,14.87277,-2.02559,"POINT (-2.02559 14.87277)","Mali","2020-02-20 00:00:00.000","2020-02-20 00:00:00.000"
"113",2020,3,14.87277,-2.02559,"POINT (-2.02559 14.87277)","Mali","2020-02-21 00:00:00.000","2020-02-21 00:00:00.000"
"114",2020,3,15.06947,-2.40875,"POINT (-2.40875 15.06947)","Mali","2020-02-21 00:00:00.000","2020-02-21 00:00:00.000"
"115",2020,3,14.8059,-6.0182,"POINT (-6.0182 14.8059)","Mali","2020-03-03 00:00:00.000","2020-03-03 00:00:00.000"
"116",2020,3,14.86279,-1.77261,"POINT (-1.77261 14.86279)","Mali","2020-03-05 00:00:00.000","2020-03-05 00:00:00.000"
"117",2020,3,15.06947,-2.40875,"POINT (-2.40875 15.06947)","Mali","2020-03-05 00:00:00.000","2020-03-06 00:00:00.000"
"118",2020,3,15.06947,-2.40875,"POINT (-2.40875 15.06947)","Mali","2020-03-13 00:00:00.000","2020-03-13 00:00:00.000"
"119",2020,3,17,-4,"POINT (-4 17)","Mali","2020-03-14 00:00:00.000","2020-03-14 00:00:00.000"
"120",2020,3,14.793707,-1.303862,"POINT (-1.303862 14.793707)","Mali","2020-03-14 00:00:00.000","2020-03-14 00:00:00.000"
"121",2020,3,14.6937,-6.0197,"POINT (-6.0197 14.6937)","Mali","2020-03-18 00:00:00.000","2020-03-18 00:00:00.000"
"122",2020,3,17,-4,"POINT (-4 17)","Mali","2020-03-19 00:00:00.000","2020-03-19 00:00:00.000"
"123",2020,3,14.225826,-4.278876,"POINT (-4.278876 14.225826)","Mali","2020-04-09 00:00:00.000","2020-04-11 00:00:00.000"
"124",2020,3,14.451,-2.24422,"POINT (-2.24422 14.451)","Mali","2020-05-10 00:00:00.000","2020-05-10 00:00:00.000"
"125",2020,3,14.65265,-1.77807,"POINT (-1.77807 14.65265)","Mali","2020-06-03 00:00:00.000","2020-06-03 00:00:00.000"
"126",2020,3,14.4609,-3.05639,"POINT (-3.05639 14.4609)","Mali","2020-06-05 00:00:00.000","2020-06-05 00:00:00.000"
"127",2020,3,14.1705,-6.0506,"POINT (-6.0506 14.1705)","Mali","2020-06-06 00:00:00.000","2020-06-06 00:00:00.000"
"128",2020,3,13.74492,-3.35289,"POINT (-3.35289 13.74492)","Mali","2020-10-22 00:00:00.000","2020-10-22 00:00:00.000"
"129",2020,3,15.4275,3.0175,"POINT (3.0175 15.4275)","Mali","2020-02-23 00:00:00.000","2020-03-05 00:00:00.000"
"130",2017,3,15.893456,2.084089,"POINT (2.084089 15.893456)","Mali","2017-07-25 00:00:00.000","2017-07-25 00:00:00.000"
"131",2018,3,16.52518,1.69525,"POINT (1.69525 16.52518)","Mali","2018-02-03 00:00:00.000","2018-02-03 00:00:00.000"
"132",2018,3,15.5084,3.4835,"POINT (3.4835 15.5084)","Mali","2018-04-26 00:00:00.000","2018-04-26 00:00:00.000"
"133",2018,3,15.376,0.7561,"POINT (0.7561 15.376)","Mali","2018-04-27 00:00:00.000","2018-04-29 00:00:00.000"
"134",2018,3,15.588995,2.562358,"POINT (2.562358 15.588995)","Mali","2018-04-27 00:00:00.000","2018-04-27 00:00:00.000"
"135",2018,3,15.3859,1.4505,"POINT (1.4505 15.3859)","Mali","2018-05-01 00:00:00.000","2018-05-01 00:00:00.000"
"136",2018,3,15.37241,2.95181,"POINT (2.95181 15.37241)","Mali","2018-05-01 00:00:00.000","2018-05-01 00:00:00.000"
"137",2018,3,15.9182,2.4022,"POINT (2.4022 15.9182)","Mali","2018-05-03 00:00:00.000","2018-05-03 00:00:00.000"
"138",2018,3,15.778335,1.757593,"POINT (1.757593 15.778335)","Mali","2018-05-07 00:00:00.000","2018-05-07 00:00:00.000"
"139",2018,3,15.902063,1.953705,"POINT (1.953705 15.902063)","Mali","2018-05-09 00:00:00.000","2018-05-09 00:00:00.000"
"140",2018,3,15.778335,1.757593,"POINT (1.757593 15.778335)","Mali","2018-05-11 00:00:00.000","2018-05-12 00:00:00.000"
"141",2018,3,14.666667,-4,"POINT (-4 14.666667)","Mali","2018-05-16 00:00:00.000","2018-05-23 00:00:00.000"
"142",2018,3,16.4032,0.9921,"POINT (0.9921 16.4032)","Mali","2018-07-08 00:00:00.000","2018-07-08 00:00:00.000"
"143",2018,3,15.83638,1.90217,"POINT (1.90217 15.83638)","Mali","2018-07-15 00:00:00.000","2018-07-15 00:00:00.000"
"144",2018,3,15.4024,1.297,"POINT (1.297 15.4024)","Mali","2018-09-29 00:00:00.000","2018-09-29 00:00:00.000"
"145",2018,3,15.8708,1.5198,"POINT (1.5198 15.8708)","Mali","2018-10-20 00:00:00.000","2018-10-20 00:00:00.000"
"146",2018,3,15.959444,3.14111,"POINT (3.14111 15.959444)","Mali","2018-11-18 00:00:00.000","2018-11-19 00:00:00.000"
"147",2018,3,15.7374,2.5129,"POINT (2.5129 15.7374)","Mali","2018-12-11 00:00:00.000","2018-12-12 00:00:00.000"
"148",2018,3,15.42404,3.1227,"POINT (3.1227 15.42404)","Mali","2018-12-19 00:00:00.000","2018-12-19 00:00:00.000"
"149",2019,3,15.4024,1.297,"POINT (1.297 15.4024)","Mali","2019-01-15 00:00:00.000","2019-01-15 00:00:00.000"
"150",2019,3,15.934237,1.953947,"POINT (1.953947 15.934237)","Mali","2019-01-15 00:00:00.000","2019-01-15 00:00:00.000"
"151",2019,3,15.934237,1.953947,"POINT (1.953947 15.934237)","Mali","2019-01-15 00:00:00.000","2019-01-15 00:00:00.000"
"152",2019,3,17,-4,"POINT (-4 17)","Mali","2019-05-19 00:00:00.000","2019-07-13 00:00:00.000"
"153",2019,3,15.4024,1.297,"POINT (1.297 15.4024)","Mali","2019-06-05 00:00:00.000","2019-06-05 00:00:00.000"
"154",2019,3,16.271667,-0.044722,"POINT (-0.044722 16.271667)","Mali","2019-07-09 00:00:00.000","2019-07-09 00:00:00.000"
"155",2019,3,16.20709,2.19109,"POINT (2.19109 16.20709)","Mali","2019-07-11 00:00:00.000","2019-07-11 00:00:00.000"
"156",2019,3,15.2238,0.2925,"POINT (0.2925 15.2238)","Mali","2019-07-11 00:00:00.000","2019-07-11 00:00:00.000"
"157",2019,3,15.98721,-1.25998,"POINT (-1.25998 15.98721)","Mali","2019-08-18 00:00:00.000","2019-08-18 00:00:00.000"
"158",2020,3,15.736902,0.780081,"POINT (0.780081 15.736902)","Mali","2020-02-06 00:00:00.000","2020-02-06 00:00:00.000"
"159",2020,3,15.780553,-1.599757,"POINT (-1.599757 15.780553)","Mali","2020-04-14 00:00:00.000","2020-04-14 00:00:00.000"
"160",2020,3,16.72237,0.43984,"POINT (0.43984 16.72237)","Mali","2020-05-02 00:00:00.000","2020-05-02 00:00:00.000"
"161",2020,3,15.8708,1.5198,"POINT (1.5198 15.8708)","Mali","2020-07-06 00:00:00.000","2020-07-06 00:00:00.000"
"162",2020,3,15.9182,2.4022,"POINT (2.4022 15.9182)","Mali","2020-07-19 00:00:00.000","2020-07-19 00:00:00.000"
"163",2020,3,16.271667,-0.044722,"POINT (-0.044722 16.271667)","Mali","2020-10-01 00:00:00.000","2020-10-31 00:00:00.000"
"164",2020,3,15.736902,0.780081,"POINT (0.780081 15.736902)","Mali","2020-12-26 00:00:00.000","2020-12-28 00:00:00.000"
"165",1994,3,15.874743,-3.397906,"POINT (-3.397906 15.874743)","Mali","1994-06-14 00:00:00.000","1994-06-14 00:00:00.000"
"166",1994,3,16.735374,-3.73518,"POINT (-3.73518 16.735374)","Mali","1994-07-01 00:00:00.000","1994-07-01 00:00:00.000"
"167",1994,3,14.45722,-4.9169,"POINT (-4.9169 14.45722)","Mali","1994-07-01 00:00:00.000","1994-07-01 00:00:00.000"
"168",1994,3,15.8436,-4.3255,"POINT (-4.3255 15.8436)","Mali","1994-07-02 00:00:00.000","1994-07-17 00:00:00.000"
"169",1994,3,14.2526,-5.993,"POINT (-5.993 14.2526)","Mali","1994-07-14 00:00:00.000","1994-07-14 00:00:00.000"
"170",1994,3,17.033333,-1.4,"POINT (-1.4 17.033333)","Mali","1994-07-25 00:00:00.000","1994-07-25 00:00:00.000"
"171",1994,3,15.6597,0.5022,"POINT (0.5022 15.6597)","Mali","1994-10-19 00:00:00.000","1994-10-20 00:00:00.000"
"172",1994,3,16.271667,-0.044722,"POINT (-0.044722 16.271667)","Mali","1994-10-21 00:00:00.000","1994-10-22 00:00:00.000"
"173",1994,3,16.770456,-3.005588,"POINT (-3.005588 16.770456)","Mali","1994-11-04 00:00:00.000","1994-11-04 00:00:00.000"
"174",1994,3,15.5557,0.4944,"POINT (0.4944 15.5557)","Mali","1994-11-20 00:00:00.000","1994-11-20 00:00:00.000"
"175",1995,3,16.770456,-3.005588,"POINT (-3.005588 16.770456)","Mali","1995-01-23 00:00:00.000","1995-01-23 00:00:00.000"
"176",2009,3,17,-4,"POINT (-4 17)","Mali","2009-05-31 00:00:00.000","2009-05-31 00:00:00.000"
"177",2011,3,21.067476,-3.183171,"POINT (-3.183171 21.067476)","Mali","2011-11-25 00:00:00.000","2011-11-25 00:00:00.000"
"178",2013,3,14.6937,-6.0197,"POINT (-6.0197 14.6937)","Mali","2013-01-14 00:00:00.000","2013-01-14 00:00:00.000"
"179",2013,3,20,-3,"POINT (-3 20)","Mali","2013-03-10 00:00:00.000","2013-03-10 00:00:00.000"
"180",2013,3,18.441111,1.407778,"POINT (1.407778 18.441111)","Mali","2013-11-02 00:00:00.000","2013-11-02 00:00:00.000"
"181",2014,3,16.77087,-4.03,"POINT (-4.03 16.77087)","Mali","2014-09-15 00:00:00.000","2014-09-23 00:00:00.000"
"182",2014,3,19.461389,0.858889,"POINT (0.858889 19.461389)","Mali","2014-09-19 00:00:00.000","2014-09-20 00:00:00.000"
"183",2015,3,14.886551,-5.222638,"POINT (-5.222638 14.886551)","Mali","2015-01-07 00:00:00.000","2015-01-07 00:00:00.000"
"184",2015,3,21.067476,-3.183171,"POINT (-3.183171 21.067476)","Mali","2015-03-19 00:00:00.000","2015-03-19 00:00:00.000"
"185",2016,3,15.07658,-2.21976,"POINT (-2.21976 15.07658)","Mali","2016-02-07 00:00:00.000","2016-02-07 00:00:00.000"
"186",1994,3,15.2238,0.2925,"POINT (0.2925 15.2238)","Mali","1994-05-26 00:00:00.000","1994-05-27 00:00:00.000"
"187",1994,3,16.159722,0.066111,"POINT (0.066111 16.159722)","Mali","1994-05-26 00:00:00.000","1994-05-27 00:00:00.000"
"188",1994,3,16.986111,-1.016111,"POINT (-1.016111 16.986111)","Mali","1994-05-26 00:00:00.000","1994-05-27 00:00:00.000"
"189",1994,3,20,-3,"POINT (-3 20)","Mali","1994-06-13 00:00:00.000","1994-06-14 00:00:00.000"
"190",1994,3,16.833055,-2.528888,"POINT (-2.5288889 16.8330556)","Mali","1994-06-19 00:00:00.000","1994-06-19 00:00:00.000"
"191",1994,3,16.833055,-2.528888,"POINT (-2.5288889 16.8330556)","Mali","1994-06-19 00:00:00.000","1994-06-19 00:00:00.000"
"192",1994,3,16.271667,-0.044722,"POINT (-0.044722 16.271667)","Mali","1994-10-23 00:00:00.000","1994-10-25 00:00:00.000"
"193",2012,3,15.1787,0.7238,"POINT (0.7238 15.1787)","Mali","2012-01-17 00:00:00.000","2012-04-30 00:00:00.000"
"194",2012,3,15.1322,0.6795,"POINT (0.6795 15.1322)","Mali","2012-01-17 00:00:00.000","2012-04-30 00:00:00.000"
"195",2012,3,15.1787,0.7238,"POINT (0.7238 15.1787)","Mali","2012-02-01 00:00:00.000","2012-02-28 00:00:00.000"
"196",2017,3,14.7743,-1.111,"POINT (-1.111 14.7743)","Mali","2017-06-09 00:00:00.000","2017-06-09 00:00:00.000"
"197",1994,2,20,-3,"POINT (-3 20)","Mali","1994-06-10 00:00:00.000","1994-06-12 00:00:00.000"
"198",1997,2,17,-4,"POINT (-4 17)","Mali","1997-03-01 00:00:00.000","1997-03-31 00:00:00.000"
"199",2014,2,16.4032,0.9921,"POINT (0.9921 16.4032)","Mali","2014-02-06 00:00:00.000","2014-02-06 00:00:00.000"
"200",2016,2,15.736902,0.780081,"POINT (0.780081 15.736902)","Mali","2016-05-26 00:00:00.000","2016-05-26 00:00:00.000"
"201",2017,2,15.7681,0.9847,"POINT (0.9847 15.7681)","Mali","2017-07-24 00:00:00.000","2017-07-24 00:00:00.000"
